Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
20240430_072512
/home/paperspace/Desktop/Let-The-Quantum-Creep-In/scripts
Using device cuda
Training Config:
{'framework': 'torch', 'batch_size': 200, 'learning_rate': '5e-4', 'steps': 50, 'print_every_percent': 0.2, 'reps': 5}
____Training with replacement_lvl = 0____
====Training on MNIST====
----Training with rep = 0----
Number of train batches = 300, Number of test batches = 50
Print every train batch = 60, Print every test batch = 10
Training at step=0, batch=0, train loss = 2.2990, train acc = 0.1600, time = 0.2703 seconds
Training at step=17, batch=180, train loss = 0.0961, train acc = 0.9650, time = 1.4387 seconds
Training at step=17, batch=240, train loss = 0.0681, train acc = 0.9750, time = 1.4395 seconds
Testing at step=17, batch=0, test loss = 0.1373, test acc = 0.9650, time = 0.5027 seconds
Testing at step=17, batch=10, test loss = 0.1697, test acc = 0.9350, time = 0.4964 seconds
Testing at step=17, batch=20, test loss = 0.1755, test acc = 0.9400, time = 0.4983 seconds
Testing at step=17, batch=30, test loss = 0.0981, test acc = 0.9650, time = 0.4961 seconds
Testing at step=17, batch=40, test loss = 0.2230, test acc = 0.9600, time = 0.4976 seconds
Step 17 finished in 463.4629 seconds, Train loss = 0.1003, Test loss = 0.1468; Train Acc = 0.9709, Test Acc = 0.9605
Training at step=18, batch=0, train loss = 0.0899, train acc = 0.9700, time = 1.4369 seconds
Training at step=18, batch=60, train loss = 0.1278, train acc = 0.9750, time = 1.4398 seconds
Training at step=18, batch=120, train loss = 0.1164, train acc = 0.9650, time = 1.4349 seconds
Training at step=18, batch=180, train loss = 0.1330, train acc = 0.9650, time = 1.4424 seconds
Training at step=18, batch=240, train loss = 0.0305, train acc = 0.9900, time = 1.4411 seconds
Testing at step=18, batch=0, test loss = 0.1007, test acc = 0.9750, time = 0.5024 seconds
Testing at step=18, batch=10, test loss = 0.1359, test acc = 0.9750, time = 0.4979 seconds
Testing at step=18, batch=20, test loss = 0.1483, test acc = 0.9700, time = 0.5000 seconds
Testing at step=18, batch=30, test loss = 0.0853, test acc = 0.9650, time = 0.4970 seconds
Testing at step=18, batch=40, test loss = 0.1228, test acc = 0.9750, time = 0.4969 seconds
Step 18 finished in 463.7789 seconds, Train loss = 0.0968, Test loss = 0.1129; Train Acc = 0.9724, Test Acc = 0.9682
Training at step=19, batch=0, train loss = 0.1544, train acc = 0.9600, time = 1.4397 seconds
Training at step=19, batch=60, train loss = 0.0869, train acc = 0.9850, time = 1.4402 seconds
Training at step=19, batch=120, train loss = 0.1927, train acc = 0.9400, time = 1.4390 seconds
Training at step=19, batch=180, train loss = 0.0712, train acc = 0.9750, time = 1.4445 seconds
Training at step=19, batch=240, train loss = 0.0475, train acc = 0.9850, time = 1.4411 seconds
Testing at step=19, batch=0, test loss = 0.0690, test acc = 0.9800, time = 0.5004 seconds
Testing at step=19, batch=10, test loss = 0.1025, test acc = 0.9750, time = 0.4963 seconds
Testing at step=19, batch=20, test loss = 0.1448, test acc = 0.9550, time = 0.4958 seconds
Testing at step=19, batch=30, test loss = 0.1276, test acc = 0.9450, time = 0.4960 seconds
Testing at step=19, batch=40, test loss = 0.1677, test acc = 0.9550, time = 0.4956 seconds
Step 19 finished in 464.0095 seconds, Train loss = 0.1039, Test loss = 0.1172; Train Acc = 0.9705, Test Acc = 0.9664
Training at step=20, batch=0, train loss = 0.0729, train acc = 0.9800, time = 1.4418 seconds
Training at step=20, batch=60, train loss = 0.1113, train acc = 0.9600, time = 1.4438 seconds
Training at step=20, batch=120, train loss = 0.0950, train acc = 0.9650, time = 1.4407 seconds
Training at step=20, batch=180, train loss = 0.0740, train acc = 0.9800, time = 1.4404 seconds
Training at step=20, batch=240, train loss = 0.0834, train acc = 0.9800, time = 1.4397 seconds
Testing at step=20, batch=0, test loss = 0.0577, test acc = 0.9850, time = 0.5032 seconds
Testing at step=20, batch=10, test loss = 0.0497, test acc = 0.9800, time = 0.4986 seconds
Testing at step=20, batch=20, test loss = 0.0955, test acc = 0.9850, time = 0.4985 seconds
Testing at step=20, batch=30, test loss = 0.0625, test acc = 0.9750, time = 0.4985 seconds
Testing at step=20, batch=40, test loss = 0.1351, test acc = 0.9750, time = 0.4982 seconds
Step 20 finished in 463.7023 seconds, Train loss = 0.0929, Test loss = 0.1121; Train Acc = 0.9732, Test Acc = 0.9712
Training at step=21, batch=0, train loss = 0.0253, train acc = 0.9900, time = 1.4395 seconds
Training at step=21, batch=60, train loss = 0.0954, train acc = 0.9650, time = 1.4369 seconds
Training at step=21, batch=120, train loss = 0.1202, train acc = 0.9600, time = 1.4397 seconds
Training at step=21, batch=180, train loss = 0.0269, train acc = 0.9950, time = 1.4411 seconds
Training at step=21, batch=240, train loss = 0.0620, train acc = 0.9850, time = 1.4403 seconds
Testing at step=21, batch=0, test loss = 0.0876, test acc = 0.9800, time = 0.5026 seconds
Testing at step=21, batch=10, test loss = 0.1300, test acc = 0.9650, time = 0.4975 seconds
Testing at step=21, batch=20, test loss = 0.0868, test acc = 0.9700, time = 0.6032 seconds
Testing at step=21, batch=30, test loss = 0.1235, test acc = 0.9550, time = 0.4968 seconds
Testing at step=21, batch=40, test loss = 0.0677, test acc = 0.9700, time = 0.4963 seconds
Step 21 finished in 463.4411 seconds, Train loss = 0.0933, Test loss = 0.1267; Train Acc = 0.9735, Test Acc = 0.9660
Training at step=22, batch=0, train loss = 0.1174, train acc = 0.9700, time = 1.4392 seconds
Training at step=22, batch=60, train loss = 0.1206, train acc = 0.9650, time = 1.4418 seconds
Training at step=22, batch=120, train loss = 0.0910, train acc = 0.9800, time = 1.4421 seconds
Training at step=22, batch=180, train loss = 0.0539, train acc = 0.9850, time = 1.4406 seconds
Training at step=22, batch=240, train loss = 0.0788, train acc = 0.9750, time = 1.4340 seconds
Testing at step=22, batch=0, test loss = 0.1208, test acc = 0.9550, time = 0.5010 seconds
Testing at step=22, batch=10, test loss = 0.0795, test acc = 0.9750, time = 0.4963 seconds
Testing at step=22, batch=20, test loss = 0.0873, test acc = 0.9750, time = 0.4965 seconds
Testing at step=22, batch=30, test loss = 0.1226, test acc = 0.9750, time = 0.4960 seconds
Testing at step=22, batch=40, test loss = 0.0804, test acc = 0.9650, time = 0.4965 seconds
Step 22 finished in 463.1578 seconds, Train loss = 0.0946, Test loss = 0.1066; Train Acc = 0.9721, Test Acc = 0.9684
Training at step=23, batch=0, train loss = 0.0771, train acc = 0.9850, time = 1.4364 seconds
Training at step=23, batch=60, train loss = 0.1337, train acc = 0.9650, time = 1.4411 seconds
Training at step=23, batch=120, train loss = 0.1058, train acc = 0.9550, time = 1.4765 seconds
Training at step=23, batch=180, train loss = 0.1792, train acc = 0.9500, time = 1.4800 seconds
Training at step=23, batch=240, train loss = 0.0701, train acc = 0.9850, time = 1.4751 seconds
Testing at step=23, batch=0, test loss = 0.0703, test acc = 0.9700, time = 0.5046 seconds
Testing at step=23, batch=10, test loss = 0.0546, test acc = 0.9900, time = 0.4967 seconds
Testing at step=23, batch=20, test loss = 0.0975, test acc = 0.9600, time = 0.4968 seconds
Testing at step=23, batch=30, test loss = 0.1329, test acc = 0.9550, time = 0.4963 seconds
Testing at step=23, batch=40, test loss = 0.1703, test acc = 0.9550, time = 0.4963 seconds
Step 23 finished in 472.8807 seconds, Train loss = 0.0938, Test loss = 0.1129; Train Acc = 0.9739, Test Acc = 0.9695
Training at step=24, batch=0, train loss = 0.0273, train acc = 1.0000, time = 1.4362 seconds
Training at step=24, batch=60, train loss = 0.0301, train acc = 0.9850, time = 1.4414 seconds
Training at step=24, batch=120, train loss = 0.1072, train acc = 0.9700, time = 1.4431 seconds
Training at step=24, batch=180, train loss = 0.0804, train acc = 0.9750, time = 1.4372 seconds
Training at step=24, batch=240, train loss = 0.1882, train acc = 0.9450, time = 1.4382 seconds
Testing at step=24, batch=0, test loss = 0.0976, test acc = 0.9750, time = 0.5019 seconds
Testing at step=24, batch=10, test loss = 0.1585, test acc = 0.9600, time = 0.4961 seconds
Testing at step=24, batch=20, test loss = 0.0753, test acc = 0.9750, time = 0.4964 seconds
Testing at step=24, batch=30, test loss = 0.1911, test acc = 0.9400, time = 0.4969 seconds
Testing at step=24, batch=40, test loss = 0.1280, test acc = 0.9600, time = 0.4960 seconds
Step 24 finished in 464.8981 seconds, Train loss = 0.0972, Test loss = 0.1345; Train Acc = 0.9722, Test Acc = 0.9607
Training at step=25, batch=0, train loss = 0.1268, train acc = 0.9650, time = 1.3836 seconds
Training at step=25, batch=60, train loss = 0.0841, train acc = 0.9750, time = 1.3861 seconds
Training at step=25, batch=120, train loss = 0.0469, train acc = 0.9850, time = 1.3859 seconds
Training at step=25, batch=180, train loss = 0.1680, train acc = 0.9800, time = 1.3881 seconds
Training at step=25, batch=240, train loss = 0.0948, train acc = 0.9700, time = 1.3825 seconds
Testing at step=25, batch=0, test loss = 0.1484, test acc = 0.9600, time = 0.4987 seconds
Testing at step=25, batch=10, test loss = 0.0702, test acc = 0.9850, time = 0.4968 seconds
Testing at step=25, batch=20, test loss = 0.1305, test acc = 0.9750, time = 0.4983 seconds
Testing at step=25, batch=30, test loss = 0.0500, test acc = 0.9900, time = 0.4985 seconds
Testing at step=25, batch=40, test loss = 0.1125, test acc = 0.9650, time = 0.4964 seconds
Step 25 finished in 446.9856 seconds, Train loss = 0.1028, Test loss = 0.0995; Train Acc = 0.9714, Test Acc = 0.9720
Training at step=26, batch=0, train loss = 0.0633, train acc = 0.9900, time = 1.3841 seconds
Training at step=26, batch=60, train loss = 0.1547, train acc = 0.9550, time = 1.3873 seconds
Training at step=26, batch=120, train loss = 0.0692, train acc = 0.9800, time = 1.3896 seconds
Training at step=26, batch=180, train loss = 0.1465, train acc = 0.9700, time = 1.3886 seconds
Training at step=26, batch=240, train loss = 0.0088, train acc = 0.9950, time = 1.3813 seconds
Testing at step=26, batch=0, test loss = 0.1220, test acc = 0.9600, time = 0.5035 seconds
Testing at step=26, batch=10, test loss = 0.1188, test acc = 0.9600, time = 0.4971 seconds
Testing at step=26, batch=20, test loss = 0.0721, test acc = 0.9900, time = 0.5411 seconds
Testing at step=26, batch=30, test loss = 0.1878, test acc = 0.9500, time = 0.5401 seconds
Testing at step=26, batch=40, test loss = 0.1141, test acc = 0.9550, time = 0.5425 seconds
Step 26 finished in 449.2345 seconds, Train loss = 0.0853, Test loss = 0.1370; Train Acc = 0.9755, Test Acc = 0.9606
Training at step=27, batch=0, train loss = 0.1563, train acc = 0.9550, time = 1.4455 seconds
Training at step=27, batch=60, train loss = 0.0467, train acc = 0.9900, time = 1.4441 seconds
Training at step=27, batch=120, train loss = 0.0985, train acc = 0.9650, time = 1.4434 seconds
Training at step=27, batch=180, train loss = 0.0967, train acc = 0.9600, time = 1.4832 seconds
Training at step=27, batch=240, train loss = 0.1923, train acc = 0.9400, time = 1.4782 seconds
Testing at step=27, batch=0, test loss = 0.0808, test acc = 0.9850, time = 0.5037 seconds
Testing at step=27, batch=10, test loss = 0.0520, test acc = 0.9900, time = 0.4973 seconds
Testing at step=27, batch=20, test loss = 0.0730, test acc = 0.9800, time = 0.4964 seconds
Testing at step=27, batch=30, test loss = 0.0917, test acc = 0.9700, time = 0.4958 seconds
Testing at step=27, batch=40, test loss = 0.1116, test acc = 0.9700, time = 0.4951 seconds
Step 27 finished in 469.7649 seconds, Train loss = 0.0900, Test loss = 0.1091; Train Acc = 0.9749, Test Acc = 0.9676
Training at step=28, batch=0, train loss = 0.0494, train acc = 0.9850, time = 1.4377 seconds
Training at step=28, batch=60, train loss = 0.0909, train acc = 0.9800, time = 1.4399 seconds
Training at step=28, batch=120, train loss = 0.2031, train acc = 0.9600, time = 1.3868 seconds
Training at step=28, batch=180, train loss = 0.0570, train acc = 0.9650, time = 1.3829 seconds
Training at step=28, batch=240, train loss = 0.0837, train acc = 0.9800, time = 1.3878 seconds
Testing at step=28, batch=0, test loss = 0.1048, test acc = 0.9750, time = 0.4991 seconds
Testing at step=28, batch=10, test loss = 0.1363, test acc = 0.9650, time = 0.4959 seconds
Testing at step=28, batch=20, test loss = 0.0829, test acc = 0.9700, time = 0.4965 seconds
Testing at step=28, batch=30, test loss = 0.1006, test acc = 0.9650, time = 0.4978 seconds
Testing at step=28, batch=40, test loss = 0.0983, test acc = 0.9700, time = 0.4965 seconds
Step 28 finished in 450.6173 seconds, Train loss = 0.0845, Test loss = 0.1250; Train Acc = 0.9752, Test Acc = 0.9632
Training at step=29, batch=0, train loss = 0.0627, train acc = 0.9850, time = 1.3862 seconds
Training at step=29, batch=60, train loss = 0.0753, train acc = 0.9650, time = 1.4416 seconds
Training at step=29, batch=120, train loss = 0.1116, train acc = 0.9700, time = 1.4399 seconds
Training at step=29, batch=180, train loss = 0.0431, train acc = 0.9850, time = 1.4424 seconds
Training at step=29, batch=240, train loss = 0.1014, train acc = 0.9750, time = 1.4384 seconds
Testing at step=29, batch=0, test loss = 0.0889, test acc = 0.9800, time = 0.5031 seconds
Testing at step=29, batch=10, test loss = 0.1156, test acc = 0.9850, time = 0.4983 seconds
Testing at step=29, batch=20, test loss = 0.1440, test acc = 0.9600, time = 0.4958 seconds
Testing at step=29, batch=30, test loss = 0.2259, test acc = 0.9450, time = 0.4971 seconds
Testing at step=29, batch=40, test loss = 0.0947, test acc = 0.9800, time = 0.4970 seconds
Step 29 finished in 462.8221 seconds, Train loss = 0.0835, Test loss = 0.1248; Train Acc = 0.9756, Test Acc = 0.9702
Training at step=30, batch=0, train loss = 0.1157, train acc = 0.9800, time = 1.4394 seconds
Training at step=30, batch=60, train loss = 0.0678, train acc = 0.9900, time = 1.4402 seconds
Training at step=30, batch=120, train loss = 0.1462, train acc = 0.9650, time = 1.4370 seconds
Training at step=30, batch=180, train loss = 0.1639, train acc = 0.9600, time = 1.4398 seconds
Training at step=30, batch=240, train loss = 0.1068, train acc = 0.9700, time = 1.4407 seconds
Testing at step=30, batch=0, test loss = 0.1413, test acc = 0.9500, time = 0.5040 seconds
Testing at step=30, batch=10, test loss = 0.0856, test acc = 0.9700, time = 0.4986 seconds
Testing at step=30, batch=20, test loss = 0.1221, test acc = 0.9600, time = 0.4974 seconds
Testing at step=30, batch=30, test loss = 0.1306, test acc = 0.9650, time = 0.4985 seconds
Testing at step=30, batch=40, test loss = 0.1545, test acc = 0.9700, time = 0.4963 seconds
Step 30 finished in 463.3479 seconds, Train loss = 0.0885, Test loss = 0.1300; Train Acc = 0.9745, Test Acc = 0.9633
Training at step=31, batch=0, train loss = 0.1052, train acc = 0.9750, time = 1.4426 seconds
Training at step=31, batch=60, train loss = 0.0715, train acc = 0.9850, time = 1.4415 seconds
Training at step=31, batch=120, train loss = 0.0880, train acc = 0.9750, time = 1.3801 seconds
Training at step=31, batch=180, train loss = 0.1359, train acc = 0.9600, time = 1.3844 seconds
Training at step=31, batch=240, train loss = 0.1157, train acc = 0.9750, time = 1.3789 seconds
Testing at step=31, batch=0, test loss = 0.0486, test acc = 0.9900, time = 0.4983 seconds
Testing at step=31, batch=10, test loss = 0.1214, test acc = 0.9550, time = 0.4962 seconds
Testing at step=31, batch=20, test loss = 0.1045, test acc = 0.9700, time = 0.4965 seconds
Testing at step=31, batch=30, test loss = 0.1634, test acc = 0.9650, time = 0.4970 seconds
Testing at step=31, batch=40, test loss = 0.1002, test acc = 0.9750, time = 0.4969 seconds
Step 31 finished in 451.1466 seconds, Train loss = 0.0966, Test loss = 0.1272; Train Acc = 0.9734, Test Acc = 0.9647
Training at step=32, batch=0, train loss = 0.0952, train acc = 0.9700, time = 1.3798 seconds
Training at step=32, batch=60, train loss = 0.0325, train acc = 0.9900, time = 1.3849 seconds
Training at step=32, batch=120, train loss = 0.1627, train acc = 0.9800, time = 1.3795 seconds
Training at step=32, batch=180, train loss = 0.0823, train acc = 0.9750, time = 1.4362 seconds
Training at step=32, batch=240, train loss = 0.0345, train acc = 0.9950, time = 1.4389 seconds
Testing at step=32, batch=0, test loss = 0.2415, test acc = 0.9350, time = 0.5023 seconds
Testing at step=32, batch=10, test loss = 0.2306, test acc = 0.9650, time = 0.4966 seconds
Testing at step=32, batch=20, test loss = 0.2465, test acc = 0.9700, time = 0.4966 seconds
Testing at step=32, batch=30, test loss = 0.0904, test acc = 0.9650, time = 0.4964 seconds
Testing at step=32, batch=40, test loss = 0.0623, test acc = 0.9850, time = 0.4964 seconds
Step 32 finished in 454.2368 seconds, Train loss = 0.0832, Test loss = 0.1657; Train Acc = 0.9762, Test Acc = 0.9565
Training at step=33, batch=0, train loss = 0.1348, train acc = 0.9650, time = 1.4359 seconds
Training at step=33, batch=60, train loss = 0.0834, train acc = 0.9750, time = 1.4385 seconds
Training at step=33, batch=120, train loss = 0.0897, train acc = 0.9650, time = 1.4379 seconds
Training at step=33, batch=180, train loss = 0.0201, train acc = 0.9950, time = 1.4387 seconds
Training at step=33, batch=240, train loss = 0.0631, train acc = 0.9850, time = 1.4386 seconds
Testing at step=33, batch=0, test loss = 0.0965, test acc = 0.9700, time = 0.5006 seconds
Testing at step=33, batch=10, test loss = 0.0806, test acc = 0.9700, time = 0.4971 seconds
Testing at step=33, batch=20, test loss = 0.1450, test acc = 0.9550, time = 0.4957 seconds
Testing at step=33, batch=30, test loss = 0.0829, test acc = 0.9650, time = 0.4961 seconds
Testing at step=33, batch=40, test loss = 0.1229, test acc = 0.9650, time = 0.4965 seconds
Step 33 finished in 462.8474 seconds, Train loss = 0.0812, Test loss = 0.1052; Train Acc = 0.9767, Test Acc = 0.9683
Training at step=34, batch=0, train loss = 0.0442, train acc = 0.9850, time = 1.4368 seconds
Training at step=34, batch=60, train loss = 0.1568, train acc = 0.9650, time = 1.4349 seconds
Training at step=34, batch=120, train loss = 0.0533, train acc = 0.9850, time = 1.4391 seconds
Training at step=34, batch=180, train loss = 0.0767, train acc = 0.9800, time = 1.4397 seconds
Training at step=34, batch=240, train loss = 0.1399, train acc = 0.9500, time = 1.4420 seconds
Testing at step=34, batch=0, test loss = 0.1189, test acc = 0.9600, time = 0.4989 seconds
Testing at step=34, batch=10, test loss = 0.1655, test acc = 0.9500, time = 0.4975 seconds
Testing at step=34, batch=20, test loss = 0.0587, test acc = 0.9950, time = 0.4958 seconds
Testing at step=34, batch=30, test loss = 0.0808, test acc = 0.9700, time = 0.4969 seconds
Testing at step=34, batch=40, test loss = 0.1781, test acc = 0.9350, time = 0.4965 seconds
Step 34 finished in 461.0918 seconds, Train loss = 0.0884, Test loss = 0.1169; Train Acc = 0.9751, Test Acc = 0.9667
Training at step=35, batch=0, train loss = 0.1188, train acc = 0.9750, time = 1.3855 seconds
Training at step=35, batch=60, train loss = 0.0921, train acc = 0.9600, time = 1.3810 seconds
Training at step=35, batch=120, train loss = 0.1235, train acc = 0.9650, time = 1.3845 seconds
Training at step=35, batch=180, train loss = 0.0633, train acc = 0.9800, time = 1.3867 seconds
Training at step=35, batch=240, train loss = 0.0474, train acc = 0.9900, time = 1.3833 seconds
Testing at step=35, batch=0, test loss = 0.1346, test acc = 0.9650, time = 0.5004 seconds
Testing at step=35, batch=10, test loss = 0.1772, test acc = 0.9600, time = 0.4968 seconds
Testing at step=35, batch=20, test loss = 0.1641, test acc = 0.9450, time = 0.4981 seconds
Testing at step=35, batch=30, test loss = 0.0708, test acc = 0.9750, time = 0.4961 seconds
Testing at step=35, batch=40, test loss = 0.1410, test acc = 0.9550, time = 0.4967 seconds
Step 35 finished in 446.6385 seconds, Train loss = 0.0835, Test loss = 0.1102; Train Acc = 0.9756, Test Acc = 0.9699
Training at step=36, batch=0, train loss = 0.0654, train acc = 0.9800, time = 1.3838 seconds
Training at step=36, batch=60, train loss = 0.0607, train acc = 0.9800, time = 1.3855 seconds
Training at step=36, batch=120, train loss = 0.1224, train acc = 0.9600, time = 1.3867 seconds
Training at step=36, batch=180, train loss = 0.0939, train acc = 0.9600, time = 1.3846 seconds
Training at step=36, batch=240, train loss = 0.0745, train acc = 0.9750, time = 1.3845 seconds
Testing at step=36, batch=0, test loss = 0.0562, test acc = 0.9800, time = 0.5001 seconds
Testing at step=36, batch=10, test loss = 0.1164, test acc = 0.9550, time = 0.4970 seconds
Testing at step=36, batch=20, test loss = 0.1096, test acc = 0.9700, time = 0.4957 seconds
Testing at step=36, batch=30, test loss = 0.0957, test acc = 0.9700, time = 0.4958 seconds
Testing at step=36, batch=40, test loss = 0.0364, test acc = 0.9800, time = 0.4970 seconds
Step 36 finished in 446.8400 seconds, Train loss = 0.0826, Test loss = 0.1024; Train Acc = 0.9763, Test Acc = 0.9701
Training at step=37, batch=0, train loss = 0.0470, train acc = 0.9800, time = 1.3853 seconds
Training at step=37, batch=60, train loss = 0.0990, train acc = 0.9600, time = 1.3843 seconds
Training at step=37, batch=120, train loss = 0.0696, train acc = 0.9800, time = 1.3850 seconds
Training at step=37, batch=180, train loss = 0.0394, train acc = 0.9900, time = 1.3881 seconds
Training at step=37, batch=240, train loss = 0.0939, train acc = 0.9750, time = 1.3808 seconds
Testing at step=37, batch=0, test loss = 0.0597, test acc = 0.9900, time = 0.5033 seconds
Testing at step=37, batch=10, test loss = 0.0920, test acc = 0.9650, time = 0.4991 seconds
Testing at step=37, batch=20, test loss = 0.0242, test acc = 0.9950, time = 0.4955 seconds
Testing at step=37, batch=30, test loss = 0.2176, test acc = 0.9650, time = 0.4989 seconds
Testing at step=37, batch=40, test loss = 0.0237, test acc = 0.9900, time = 0.4985 seconds
Step 37 finished in 448.4942 seconds, Train loss = 0.0736, Test loss = 0.0925; Train Acc = 0.9793, Test Acc = 0.9748
Training at step=38, batch=0, train loss = 0.0737, train acc = 0.9850, time = 1.4428 seconds
Training at step=38, batch=60, train loss = 0.0795, train acc = 0.9600, time = 1.4418 seconds
Training at step=38, batch=120, train loss = 0.0729, train acc = 0.9750, time = 1.4395 seconds
Training at step=38, batch=180, train loss = 0.1270, train acc = 0.9600, time = 1.4412 seconds
Training at step=38, batch=240, train loss = 0.0367, train acc = 0.9850, time = 1.3858 seconds
Testing at step=38, batch=0, test loss = 0.0446, test acc = 0.9800, time = 0.4998 seconds
Testing at step=38, batch=10, test loss = 0.0874, test acc = 0.9600, time = 0.4980 seconds
Testing at step=38, batch=20, test loss = 0.0560, test acc = 0.9900, time = 0.4961 seconds
Testing at step=38, batch=30, test loss = 0.1543, test acc = 0.9700, time = 0.4972 seconds
Testing at step=38, batch=40, test loss = 0.0496, test acc = 0.9900, time = 0.4958 seconds
Step 38 finished in 459.8362 seconds, Train loss = 0.0752, Test loss = 0.1043; Train Acc = 0.9789, Test Acc = 0.9728
Training at step=39, batch=0, train loss = 0.0178, train acc = 1.0000, time = 1.3886 seconds
Training at step=39, batch=60, train loss = 0.1679, train acc = 0.9700, time = 1.3887 seconds
Training at step=39, batch=120, train loss = 0.0744, train acc = 0.9800, time = 1.3859 seconds
Training at step=39, batch=180, train loss = 0.0439, train acc = 0.9850, time = 1.3842 seconds
Training at step=39, batch=240, train loss = 0.0775, train acc = 0.9850, time = 1.3859 seconds
Testing at step=39, batch=0, test loss = 0.0926, test acc = 0.9650, time = 0.5028 seconds
Testing at step=39, batch=10, test loss = 0.0286, test acc = 1.0000, time = 0.4971 seconds
Testing at step=39, batch=20, test loss = 0.0246, test acc = 0.9950, time = 0.4962 seconds
Testing at step=39, batch=30, test loss = 0.1548, test acc = 0.9600, time = 0.4956 seconds
Testing at step=39, batch=40, test loss = 0.0302, test acc = 0.9900, time = 0.4976 seconds
Step 39 finished in 448.8151 seconds, Train loss = 0.0804, Test loss = 0.0943; Train Acc = 0.9772, Test Acc = 0.9739
Training at step=40, batch=0, train loss = 0.0306, train acc = 0.9950, time = 1.4375 seconds
Training at step=40, batch=60, train loss = 0.0600, train acc = 0.9800, time = 1.4387 seconds
Training at step=40, batch=120, train loss = 0.0983, train acc = 0.9850, time = 1.4427 seconds
Training at step=40, batch=180, train loss = 0.0578, train acc = 0.9800, time = 1.4392 seconds
Training at step=40, batch=240, train loss = 0.0654, train acc = 0.9850, time = 1.4407 seconds
Testing at step=40, batch=0, test loss = 0.0994, test acc = 0.9850, time = 0.5030 seconds
Testing at step=40, batch=10, test loss = 0.1923, test acc = 0.9700, time = 0.4983 seconds
Testing at step=40, batch=20, test loss = 0.0830, test acc = 0.9750, time = 0.4983 seconds
Testing at step=40, batch=30, test loss = 0.1528, test acc = 0.9650, time = 0.4994 seconds
Testing at step=40, batch=40, test loss = 0.1872, test acc = 0.9550, time = 0.5003 seconds
Step 40 finished in 463.5778 seconds, Train loss = 0.0885, Test loss = 0.1489; Train Acc = 0.9751, Test Acc = 0.9634
Training at step=41, batch=0, train loss = 0.0626, train acc = 0.9750, time = 1.4408 seconds
Training at step=41, batch=60, train loss = 0.0385, train acc = 0.9900, time = 1.4424 seconds
Training at step=41, batch=120, train loss = 0.0767, train acc = 0.9850, time = 1.4411 seconds
Training at step=41, batch=180, train loss = 0.0899, train acc = 0.9800, time = 1.4431 seconds
Training at step=41, batch=240, train loss = 0.0788, train acc = 0.9700, time = 1.4393 seconds
Testing at step=41, batch=0, test loss = 0.0976, test acc = 0.9850, time = 0.5007 seconds
Testing at step=41, batch=10, test loss = 0.1538, test acc = 0.9550, time = 0.5003 seconds
Testing at step=41, batch=20, test loss = 0.1243, test acc = 0.9750, time = 0.4959 seconds
Testing at step=41, batch=30, test loss = 0.0889, test acc = 0.9700, time = 0.4978 seconds
Testing at step=41, batch=40, test loss = 0.0390, test acc = 0.9800, time = 0.4952 seconds
Step 41 finished in 462.0095 seconds, Train loss = 0.0876, Test loss = 0.1209; Train Acc = 0.9761, Test Acc = 0.9681
Training at step=42, batch=0, train loss = 0.0798, train acc = 0.9800, time = 1.3871 seconds
Training at step=42, batch=60, train loss = 0.0527, train acc = 0.9900, time = 1.3797 seconds
Training at step=42, batch=120, train loss = 0.0219, train acc = 0.9950, time = 1.3857 seconds
Training at step=42, batch=180, train loss = 0.0674, train acc = 0.9700, time = 1.3899 seconds
Training at step=42, batch=240, train loss = 0.0408, train acc = 0.9900, time = 1.3837 seconds
Testing at step=42, batch=0, test loss = 0.1320, test acc = 0.9600, time = 0.4992 seconds
Testing at step=42, batch=10, test loss = 0.0937, test acc = 0.9700, time = 0.4966 seconds
Testing at step=42, batch=20, test loss = 0.1362, test acc = 0.9650, time = 0.4965 seconds
Testing at step=42, batch=30, test loss = 0.1324, test acc = 0.9600, time = 0.4960 seconds
Testing at step=42, batch=40, test loss = 0.0698, test acc = 0.9600, time = 0.4958 seconds
Step 42 finished in 446.4629 seconds, Train loss = 0.0744, Test loss = 0.1132; Train Acc = 0.9791, Test Acc = 0.9697
Training at step=43, batch=0, train loss = 0.0955, train acc = 0.9700, time = 1.3836 seconds
Training at step=43, batch=60, train loss = 0.1082, train acc = 0.9850, time = 1.3850 seconds
Training at step=43, batch=120, train loss = 0.0936, train acc = 0.9700, time = 1.3891 seconds
Training at step=43, batch=180, train loss = 0.0372, train acc = 0.9800, time = 1.3830 seconds
Training at step=43, batch=240, train loss = 0.0576, train acc = 0.9850, time = 1.3862 seconds
Testing at step=43, batch=0, test loss = 0.0695, test acc = 0.9750, time = 0.4986 seconds
Testing at step=43, batch=10, test loss = 0.1715, test acc = 0.9750, time = 0.4960 seconds
Testing at step=43, batch=20, test loss = 0.0749, test acc = 0.9600, time = 0.4954 seconds
Testing at step=43, batch=30, test loss = 0.0630, test acc = 0.9800, time = 0.4964 seconds
Testing at step=43, batch=40, test loss = 0.1018, test acc = 0.9800, time = 0.4960 seconds
Step 43 finished in 446.6520 seconds, Train loss = 0.0753, Test loss = 0.1102; Train Acc = 0.9791, Test Acc = 0.9700
Training at step=44, batch=0, train loss = 0.0335, train acc = 0.9850, time = 1.3814 seconds
Training at step=44, batch=60, train loss = 0.0792, train acc = 0.9800, time = 1.3856 seconds
